url_length,domain_length,dot_count,hyphen_count,at_symbol,has_ip,https,digit_count,suspicious_words,subdomain_count,label
118,41,8,4,1,1,0,6,3,3,1
117,35,4,5,1,0,0,17,2,4,1
114,60,3,5,1,0,1,7,5,6,1
93,46,4,1,1,0,0,8,1,5,1
72,42,5,5,1,0,0,18,4,5,1
78,59,5,5,1,1,1,13,3,4,1
78,44,3,3,0,1,0,11,2,4,1
61,57,4,4,0,1,0,5,3,2,1
71,45,7,3,0,0,1,14,4,4,1
73,47,8,6,0,0,0,16,4,6,1
102,42,8,1,0,0,1,5,1,6,1
99,55,5,6,0,1,0,19,5,5,1
62,57,5,1,1,1,1,15,3,4,1
109,35,3,3,1,1,1,17,4,3,1
99,47,6,6,1,1,0,5,1,6,1
72,59,8,5,1,1,1,11,2,4,1
117,50,4,6,0,1,1,14,4,4,1
68,39,5,3,1,0,0,9,5,2,1
65,41,7,4,0,0,1,15,2,6,1
65,54,4,1,0,0,0,11,3,3,1
79,36,8,2,0,0,1,16,2,3,1
68,48,6,1,0,0,1,18,5,4,1
119,60,7,2,1,0,0,6,2,5,1
77,42,6,4,1,1,1,11,4,4,1
110,48,7,5,1,1,0,16,1,6,1
73,45,4,1,1,0,0,18,4,4,1
116,47,4,2,0,1,1,18,5,6,1
66,37,4,6,0,0,1,12,3,3,1
84,60,5,3,1,0,0,8,2,6,1
98,30,4,3,1,1,0,16,1,5,1
67,32,8,2,1,1,0,8,1,3,1
120,38,4,4,1,1,1,5,2,6,1
115,60,4,1,0,0,0,14,3,5,1
110,56,6,6,0,0,1,17,1,3,1
109,47,8,4,1,1,1,13,3,3,1
113,46,5,5,0,0,1,14,4,3,1
107,32,3,4,0,1,0,9,2,2,1
77,36,5,6,1,1,0,10,3,3,1
115,42,5,6,0,0,1,9,4,6,1
93,38,7,5,1,0,0,5,2,2,1
98,35,8,6,1,0,1,13,3,4,1
68,33,8,1,0,1,1,13,4,4,1
108,34,6,1,1,1,0,19,5,4,1
81,49,7,1,1,0,0,9,2,4,1
82,45,5,5,0,1,0,12,2,6,1
62,57,4,3,0,1,0,14,5,5,1
83,30,4,1,1,0,1,9,4,2,1
80,45,8,4,1,0,1,16,5,5,1
80,54,7,3,1,0,0,12,5,6,1
116,30,4,3,0,0,1,13,1,3,1
68,42,6,4,1,1,1,12,2,2,1
74,51,7,5,0,0,1,7,3,3,1
64,46,6,1,0,0,1,11,4,6,1
67,56,3,5,0,1,1,19,2,4,1
91,41,6,4,1,1,1,10,1,2,1
98,42,8,4,1,1,0,12,3,6,1
81,34,7,4,1,1,1,13,1,4,1
104,56,6,4,1,0,0,8,4,6,1
68,35,3,4,0,0,1,19,3,3,1
91,56,8,3,0,1,1,11,2,2,1
79,44,6,5,0,1,1,20,5,5,1
80,31,7,4,0,0,1,14,5,2,1
89,43,6,6,1,0,0,11,1,2,1
105,39,5,5,0,1,0,10,5,5,1
87,60,7,6,1,1,0,12,2,6,1
64,42,8,4,0,1,0,15,1,3,1
64,53,3,5,1,0,0,8,4,6,1
60,56,8,2,0,1,0,7,5,6,1
104,33,4,4,1,1,1,9,1,4,1
103,48,8,1,0,1,1,11,2,4,1
77,50,3,1,1,1,0,13,4,4,1
95,45,4,4,1,0,1,14,3,5,1
100,37,3,3,0,1,1,14,2,3,1
64,59,8,5,0,1,0,11,1,3,1
104,35,4,5,1,1,1,14,3,3,1
99,39,8,2,0,0,0,20,2,5,1
64,37,6,2,0,0,1,13,1,4,1
115,34,7,5,1,1,0,16,5,3,1
92,43,6,3,0,0,0,17,4,3,1
79,48,6,6,0,0,1,7,4,6,1
98,35,3,3,0,0,0,15,5,4,1
87,57,6,4,1,0,1,14,5,6,1
86,35,3,1,0,1,0,20,5,6,1
88,46,5,4,0,0,1,6,2,3,1
116,47,7,6,0,1,1,11,5,4,1
114,38,3,2,0,0,0,9,3,6,1
96,47,6,1,0,0,1,6,2,6,1
71,48,3,2,0,1,0,5,4,4,1
113,33,7,6,1,1,1,19,2,4,1
103,59,8,4,0,1,0,16,4,3,1
115,30,3,5,1,0,0,5,1,6,1
86,39,5,3,0,1,1,17,2,3,1
91,59,5,4,0,0,0,19,3,3,1
73,53,4,1,0,0,0,10,4,3,1
120,35,4,4,0,0,1,13,1,4,1
87,44,6,5,0,0,0,11,5,5,1
67,58,5,1,1,0,0,16,4,4,1
118,30,7,6,1,1,1,20,4,5,1
69,40,7,2,0,0,1,15,1,5,1
97,56,3,6,0,0,1,11,5,2,1
114,43,4,2,0,1,1,12,2,5,1
66,45,4,1,1,1,1,9,5,6,1
102,57,5,3,0,1,0,5,3,6,1
87,60,4,6,0,0,1,9,1,2,1
103,46,7,1,1,0,0,10,1,5,1
82,44,4,3,1,1,0,14,5,4,1
115,43,5,5,1,0,1,13,5,2,1
111,59,5,6,1,1,0,16,2,6,1
76,60,6,6,1,0,1,18,4,6,1
100,43,5,3,1,0,0,11,2,4,1
82,55,7,1,0,1,1,11,5,6,1
105,33,3,5,1,1,0,13,3,2,1
78,53,6,3,1,0,0,17,2,4,1
63,30,7,4,1,1,0,16,1,4,1
88,58,4,4,0,0,0,19,4,6,1
91,44,7,4,1,1,1,20,3,2,1
118,56,8,6,0,0,0,6,2,3,1
101,48,8,6,0,1,1,7,2,6,1
91,57,8,6,1,0,1,11,4,2,1
109,57,4,5,1,0,0,12,4,4,1
75,57,6,2,0,1,1,17,5,6,1
68,51,3,5,0,1,0,6,2,6,1
81,42,4,1,0,0,0,10,3,6,1
69,42,5,6,1,0,0,18,4,2,1
64,41,7,5,1,1,1,7,3,4,1
112,34,4,6,0,0,1,20,3,4,1
93,52,4,5,0,1,0,15,1,5,1
94,31,6,2,0,0,0,17,3,2,1
92,55,5,2,1,0,1,10,1,4,1
89,46,6,2,0,1,1,10,4,5,1
94,59,5,5,0,1,0,17,2,6,1
119,54,5,5,0,1,0,14,5,5,1
70,31,4,6,0,1,0,11,5,4,1
74,41,4,4,0,1,0,9,2,3,1
80,47,4,5,1,1,1,19,5,3,1
88,46,4,3,0,1,1,5,1,2,1
108,54,6,5,1,0,0,7,3,6,1
116,32,6,2,1,1,0,6,4,6,1
89,32,3,5,1,1,1,8,4,5,1
116,36,7,3,1,0,1,20,3,2,1
111,58,4,4,0,0,0,19,1,4,1
91,34,7,1,1,0,1,11,3,2,1
63,43,5,5,1,0,1,18,3,4,1
64,31,8,1,0,1,1,19,3,3,1
94,33,7,6,1,0,0,12,4,4,1
115,36,8,1,1,0,0,19,1,6,1
95,38,8,4,0,1,0,13,4,2,1
83,49,4,3,0,1,0,10,3,2,1
107,46,6,2,1,0,1,19,1,6,1
113,51,8,1,0,0,1,8,3,6,1
116,35,4,4,1,1,0,12,1,2,1
75,42,4,6,0,1,0,9,4,3,1
96,37,8,2,0,1,0,18,1,4,1
89,40,6,4,0,0,1,7,2,6,1
98,42,4,3,1,1,1,19,4,2,1
70,51,5,4,0,1,0,10,1,2,1
81,55,7,3,0,0,1,19,1,6,1
110,47,8,1,0,1,0,13,1,5,1
116,38,8,5,1,0,1,18,4,3,1
120,30,8,3,1,1,1,6,1,6,1
111,45,6,6,0,0,1,10,5,5,1
107,38,8,2,0,0,1,17,1,6,1
120,43,3,1,1,0,0,16,5,4,1
69,30,6,6,1,1,1,8,1,3,1
72,59,3,5,0,0,0,18,4,2,1
99,52,5,4,1,1,0,9,2,6,1
94,33,4,3,1,0,0,9,1,4,1
87,48,8,3,0,1,0,16,1,6,1
116,59,3,3,0,0,1,10,4,6,1
84,49,3,5,0,1,1,13,1,3,1
65,49,7,6,1,0,0,18,3,4,1
103,56,6,4,1,1,0,5,4,6,1
118,58,7,4,1,0,1,8,1,3,1
66,58,6,1,1,0,1,6,4,2,1
60,47,3,5,1,0,1,6,2,3,1
65,39,3,5,0,1,1,17,2,5,1
106,36,3,3,0,1,0,14,1,2,1
95,32,3,6,1,1,0,16,5,5,1
111,59,6,1,0,1,0,9,5,4,1
83,32,4,1,0,1,0,11,5,2,1
73,60,6,3,1,1,1,16,2,5,1
97,52,7,5,0,0,1,14,3,2,1
97,58,8,5,1,0,0,6,1,4,1
77,41,6,1,0,0,0,14,3,6,1
76,49,7,3,0,1,1,10,3,4,1
79,50,5,4,0,1,0,15,4,6,1
107,44,5,3,1,1,1,9,3,3,1
107,55,4,3,1,0,1,15,2,3,1
107,52,8,4,0,0,1,5,5,5,1
102,35,8,1,1,1,1,6,5,3,1
60,46,6,2,0,1,1,16,4,3,1
67,52,8,6,0,1,1,18,3,6,1
70,45,3,5,0,1,0,16,1,2,1
70,53,4,5,1,0,1,14,5,4,1
76,47,4,2,1,0,1,17,1,6,1
111,35,7,3,0,1,1,11,5,4,1
80,54,8,4,0,0,0,16,5,6,1
78,42,5,3,0,1,0,19,2,2,1
119,54,3,6,0,0,1,14,1,6,1
63,48,3,6,0,1,1,15,5,6,1
120,43,5,1,1,0,1,9,5,4,1
69,58,3,2,1,1,0,8,5,5,1
113,52,7,5,0,1,0,20,4,2,1
106,35,4,3,1,0,1,13,2,2,1
85,51,7,5,1,1,0,10,3,2,1
76,41,3,5,0,1,0,6,3,6,1
92,57,5,2,1,0,1,15,3,3,1
105,52,8,4,0,0,0,11,1,5,1
84,50,6,4,1,0,0,8,2,6,1
84,60,8,6,0,1,1,16,2,5,1
87,55,7,2,0,0,0,10,5,3,1
67,30,7,2,0,0,0,8,5,2,1
94,52,4,6,0,1,1,14,2,3,1
85,45,4,4,0,0,0,15,1,3,1
95,43,4,6,0,1,1,16,4,3,1
100,51,8,3,0,0,1,5,1,5,1
68,44,3,6,0,1,1,14,4,2,1
99,45,5,3,1,1,1,12,3,2,1
72,39,6,4,1,1,1,18,3,4,1
81,37,7,1,1,1,0,9,3,3,1
79,31,6,4,1,0,1,12,2,3,1
86,32,3,4,0,0,1,7,4,5,1
75,35,5,2,0,0,0,5,2,3,1
71,60,6,3,1,1,1,19,3,4,1
109,30,8,1,0,1,1,19,2,3,1
99,56,6,3,1,0,1,10,3,6,1
115,49,4,5,0,1,0,18,4,4,1
102,46,8,2,1,0,0,8,4,2,1
118,54,8,3,1,1,0,9,4,4,1
70,50,6,2,1,0,1,20,3,5,1
103,45,4,2,0,1,0,12,5,6,1
83,30,3,2,1,1,1,11,5,6,1
86,42,4,1,0,0,1,20,5,2,1
92,40,3,6,1,0,1,20,2,4,1
84,52,8,6,0,1,1,6,4,6,1
70,54,8,2,0,1,1,10,5,5,1
95,59,5,2,1,0,0,18,5,5,1
111,41,3,1,0,1,1,16,2,6,1
111,36,3,3,1,1,1,19,3,3,1
68,43,7,4,0,0,0,12,3,4,1
108,55,5,2,1,0,1,16,2,3,1
119,54,3,6,0,1,1,8,2,6,1
75,45,8,5,1,1,0,11,2,5,1
117,34,7,5,0,0,0,8,5,2,1
96,34,7,1,0,1,1,11,3,3,1
79,42,5,3,0,1,1,12,5,3,1
97,31,3,1,1,1,1,5,3,6,1
115,54,3,1,1,0,1,17,4,2,1
115,37,4,4,0,1,0,15,3,3,1
116,57,6,2,0,0,0,11,2,6,1
79,50,6,2,1,1,1,15,4,6,1
87,36,8,4,1,0,1,8,2,6,1
80,45,8,6,0,1,0,9,1,2,1
90,48,8,3,1,1,1,16,2,3,1
61,37,3,3,0,0,1,15,3,3,1
119,36,8,1,0,0,1,8,5,2,1
90,34,3,2,0,0,1,7,4,5,1
92,30,4,5,1,0,1,5,2,5,1
67,60,7,2,0,1,1,11,2,3,1
108,33,5,5,0,0,0,20,3,4,1
81,46,4,4,1,0,1,19,5,4,1
118,47,7,4,1,1,1,13,3,6,1
98,31,8,4,0,0,1,5,5,2,1
64,32,4,4,0,1,1,18,3,6,1
106,33,6,3,1,0,1,20,4,6,1
119,39,6,5,0,0,1,8,5,2,1
87,42,7,1,1,1,0,12,5,3,1
67,53,3,2,1,0,1,9,5,3,1
87,58,3,2,1,0,0,20,3,2,1
85,55,7,5,0,1,1,17,2,5,1
115,51,3,2,0,1,0,12,5,2,1
109,39,3,3,0,0,0,10,5,5,1
84,51,4,5,0,0,0,19,5,6,1
63,50,4,3,1,1,1,5,2,2,1
60,40,8,6,0,1,1,19,5,2,1
106,36,5,1,0,0,1,19,3,5,1
99,40,3,4,1,1,1,8,5,6,1
112,40,6,5,0,1,1,13,5,3,1
82,58,7,4,1,0,0,5,1,5,1
88,42,5,6,1,1,1,14,2,4,1
110,42,6,1,0,0,1,9,5,3,1
95,60,3,1,1,0,0,18,4,3,1
83,39,4,1,1,0,0,11,2,6,1
87,40,3,4,1,0,1,10,3,3,1
112,56,7,2,1,1,1,5,2,3,1
83,59,5,6,1,0,0,13,2,5,1
78,53,6,1,1,0,0,5,5,3,1
120,36,3,3,1,1,0,16,4,4,1
115,35,8,5,0,1,1,6,2,4,1
68,33,7,4,0,1,0,7,3,4,1
81,39,4,5,1,1,1,19,2,5,1
84,60,7,5,0,0,0,18,4,6,1
93,56,5,2,0,1,0,15,1,4,1
85,37,4,5,1,0,0,8,2,4,1
78,42,5,5,0,0,0,13,2,4,1
80,57,5,1,1,1,0,17,2,3,1
94,30,4,1,0,0,1,7,4,5,1
105,51,7,5,1,1,0,5,1,2,1
84,38,8,5,1,1,1,13,1,6,1
99,44,4,1,0,1,1,7,5,5,1
101,43,6,2,1,1,1,19,5,3,1
72,56,6,1,0,1,1,19,3,5,1
108,42,6,6,1,1,0,11,1,3,1
107,42,8,3,0,0,1,5,3,6,1
79,41,5,4,0,0,1,7,1,5,1
120,33,8,3,0,0,0,10,2,3,1
68,60,4,6,1,0,0,7,3,6,1
108,45,7,6,1,0,1,13,1,3,1
67,52,7,2,1,1,1,18,2,2,1
61,32,5,1,1,1,0,7,1,4,1
99,50,5,2,1,1,0,20,4,6,1
103,41,7,6,0,0,0,11,2,3,1
61,30,3,6,0,1,0,13,5,3,1
75,46,7,1,0,1,0,20,4,6,1
120,46,5,1,0,1,1,10,1,6,1
93,57,4,2,1,1,0,10,1,6,1
79,55,5,4,0,0,0,19,5,2,1
79,36,3,6,1,0,0,9,1,5,1
64,33,8,3,1,0,1,6,3,2,1
99,46,7,6,0,0,0,18,4,6,1
90,53,7,6,0,1,1,6,5,3,1
113,38,8,5,1,1,0,7,1,5,1
80,54,7,1,0,1,1,8,2,2,1
66,55,8,6,0,1,1,17,3,6,1
107,55,7,2,1,1,0,13,3,6,1
90,39,3,1,0,0,0,10,2,3,1
77,41,6,4,1,0,0,15,2,4,1
78,52,4,2,0,1,0,20,4,4,1
77,32,8,5,1,0,0,6,3,5,1
72,33,4,5,0,0,1,8,3,3,1
98,38,7,5,0,1,1,14,4,5,1
102,44,4,6,0,1,0,9,5,2,1
60,41,6,4,1,1,0,7,1,2,1
72,33,6,5,1,1,0,6,2,5,1
93,30,5,2,0,0,1,19,3,4,1
105,40,7,2,0,1,1,16,3,3,1
79,50,8,5,0,0,1,9,4,3,1
115,57,3,2,1,1,1,20,4,3,1
79,58,4,3,0,0,0,17,4,5,1
62,36,3,6,1,0,0,9,3,4,1
68,33,4,6,1,1,1,9,3,3,1
70,50,3,5,1,0,0,14,4,6,1
110,30,5,1,1,1,0,13,2,2,1
95,52,7,4,0,1,0,18,3,4,1
96,36,8,1,0,1,0,17,5,4,1
73,50,5,4,1,1,0,12,5,5,1
102,38,8,1,0,0,1,12,1,3,1
86,51,3,3,1,1,1,7,5,6,1
86,44,3,6,0,1,1,6,5,5,1
120,43,5,1,1,1,0,17,1,2,1
91,40,3,2,1,1,0,13,5,3,1
61,49,8,4,1,1,1,9,2,3,1
60,45,5,4,0,1,0,9,2,2,1
95,51,8,5,0,0,0,5,4,4,1
104,57,6,2,0,1,1,5,4,2,1
65,47,8,5,0,1,1,6,5,5,1
97,50,6,5,1,0,0,17,4,2,1
75,47,5,1,0,0,1,16,4,4,1
80,42,5,2,0,1,1,18,4,2,1
85,54,6,3,0,1,0,15,3,2,1
83,42,7,6,0,0,1,5,2,5,1
97,42,5,4,1,0,1,20,2,6,1
92,60,4,5,0,1,0,8,1,5,1
85,37,4,6,1,1,1,20,5,4,1
74,53,5,1,1,1,1,17,5,6,1
89,48,3,4,1,0,0,9,4,4,1
79,43,5,5,0,1,1,14,4,6,1
66,45,6,5,1,1,1,18,5,6,1
101,31,6,3,0,0,1,17,5,5,1
128,44,9,3,0,1,0,24,4,4,1
79,65,9,6,0,0,1,9,2,2,1
118,58,3,5,0,1,1,7,3,2,1
137,36,3,4,0,1,1,15,5,2,1
77,57,4,6,0,0,0,8,4,2,1
131,49,8,4,0,0,0,10,1,5,1
88,56,9,4,1,1,1,20,4,5,1
121,50,6,1,0,1,0,23,2,4,1
75,65,5,6,0,0,0,12,4,2,1
130,36,6,3,0,1,0,18,4,2,1
128,58,4,4,0,0,0,20,5,6,1
130,51,8,7,0,0,0,14,2,6,1
102,48,6,3,0,1,0,13,2,2,1
113,30,3,1,0,1,1,17,5,4,1
83,31,7,2,1,1,0,5,5,5,1
97,61,5,4,1,1,1,12,5,4,1
75,40,7,4,0,0,1,23,4,5,1
73,44,9,5,0,1,1,6,4,6,1
119,67,6,3,0,1,0,13,3,5,1
137,44,5,2,0,0,1,13,2,2,1
118,46,9,1,1,1,1,18,5,4,1
82,58,6,3,0,0,0,8,2,5,1
91,40,7,7,0,1,1,10,4,5,1
137,30,9,3,0,1,0,8,3,4,1
83,46,6,4,0,0,1,15,1,5,1
82,40,6,2,1,1,0,19,2,6,1
103,56,8,3,1,0,0,13,2,3,1
95,34,8,4,0,1,1,23,3,6,1
90,42,4,2,0,0,1,11,2,4,1
111,57,4,2,1,1,1,9,3,3,1
133,43,7,1,0,1,1,22,2,3,1
115,62,6,7,0,0,1,11,3,3,1
110,62,6,2,1,0,1,9,2,4,1
83,52,4,1,0,1,1,19,2,3,1
113,36,5,4,1,1,0,22,3,3,1
80,35,7,5,0,1,1,22,5,5,1
123,69,3,1,0,0,1,18,5,6,1
117,35,4,2,0,0,1,16,3,4,1
121,39,3,7,1,1,0,15,4,6,1
84,33,3,2,0,0,1,13,5,6,1
89,66,9,6,1,0,1,9,2,4,1
74,32,8,2,1,0,1,10,3,4,1
89,68,9,4,0,1,1,12,1,5,1
100,53,9,7,1,1,1,7,2,2,1
81,59,6,6,0,1,0,12,3,5,1
101,31,6,7,1,0,0,18,4,2,1
88,63,4,3,0,1,1,19,2,2,1
135,69,4,3,0,1,1,20,4,3,1
70,35,3,6,0,0,1,20,2,3,1
98,33,6,1,1,1,1,12,3,3,1
80,49,4,1,1,1,0,9,1,3,1
139,69,6,1,0,0,0,10,3,4,1
136,54,6,3,0,0,1,10,5,4,1
88,61,4,3,1,1,0,16,4,4,1
139,34,3,1,0,1,0,23,3,5,1
81,55,4,2,0,0,1,5,1,3,1
101,36,8,7,1,1,0,8,2,4,1
98,68,8,6,0,0,0,19,1,5,1
120,31,5,5,1,0,0,20,3,3,1
93,41,6,7,0,1,0,7,2,4,1
74,46,8,2,1,1,1,18,1,3,1
93,61,4,7,0,1,1,8,2,5,1
118,60,5,6,1,1,0,17,4,6,1
82,41,5,2,1,1,1,14,4,5,1
125,45,4,4,1,0,1,21,5,3,1
101,43,7,5,0,1,0,20,1,5,1
105,63,4,3,0,0,1,23,2,4,1
133,62,3,2,0,1,0,16,4,5,1
130,36,4,7,1,0,1,15,1,5,1
130,56,7,1,1,0,1,9,4,3,1
95,69,6,6,0,0,0,11,5,4,1
110,40,8,7,1,0,1,21,3,5,1
136,43,3,7,1,1,1,7,1,4,1
101,55,3,6,1,0,0,18,4,5,1
123,48,3,3,0,1,1,8,3,3,1
121,48,9,5,1,1,1,14,3,2,1
95,55,6,4,0,1,1,22,2,2,1
97,39,5,3,0,0,0,6,5,6,1
87,47,7,2,1,1,0,12,2,4,1
127,57,4,6,0,1,0,7,4,5,1
127,61,9,6,0,1,1,12,2,5,1
110,52,4,6,0,1,0,19,3,5,1
100,53,4,5,0,1,1,6,1,4,1
93,59,3,6,0,1,1,11,2,6,1
96,49,8,5,1,0,0,24,5,4,1
100,65,3,6,1,1,0,23,4,5,1
87,34,3,6,1,0,0,17,3,4,1
89,45,9,7,0,0,0,10,2,4,1
75,45,4,1,0,0,0,22,2,5,1
77,38,4,5,0,1,0,16,4,6,1
112,32,9,5,0,0,0,23,5,5,1
91,36,8,7,0,0,0,15,1,3,1
92,62,6,2,0,1,0,8,5,2,1
136,68,9,2,1,0,0,11,3,4,1
123,63,9,3,1,0,1,13,5,6,1
109,37,5,2,0,0,0,22,3,3,1
127,34,8,5,1,0,0,5,2,6,1
121,32,3,1,0,1,1,12,5,5,1
121,56,7,4,1,0,1,17,5,6,1
122,41,4,3,0,1,1,16,4,4,1
128,60,3,3,1,1,1,9,5,5,1
101,60,9,7,0,0,1,15,3,4,1
90,46,9,3,0,1,0,20,4,5,1
89,45,6,3,1,0,1,19,5,2,1
122,68,5,2,0,0,1,12,1,3,1
76,63,5,4,1,1,0,18,5,2,1
99,40,5,6,1,1,1,10,4,6,1
121,30,8,6,0,1,0,14,5,6,1
115,52,5,6,1,1,0,23,3,2,1
91,50,8,5,0,0,1,18,3,6,1
80,60,9,4,0,0,0,12,3,4,1
76,33,4,1,0,1,0,18,1,2,1
90,41,6,4,1,0,0,21,5,3,1
131,32,8,6,1,1,0,20,5,4,1
77,37,5,6,0,0,1,13,5,3,1
98,35,9,5,1,1,0,11,2,2,1
138,38,6,1,0,0,0,12,1,6,1
88,44,7,3,1,0,1,10,5,2,1
131,67,5,3,0,0,0,18,2,5,1
107,64,7,2,0,1,0,8,5,5,1
124,44,6,3,0,1,0,8,1,4,1
86,62,3,7,1,0,0,11,1,6,1
95,38,5,6,1,1,1,20,5,3,1
111,58,4,3,0,1,0,5,5,6,1
121,59,6,3,1,0,1,24,2,6,1
118,38,4,7,1,0,1,9,2,4,1
94,49,7,7,1,0,1,19,1,6,1
106,43,4,6,0,1,0,16,2,4,1
115,64,9,6,0,1,0,8,1,3,1
75,69,9,3,1,1,1,13,1,5,1
121,32,9,3,1,1,0,11,1,6,1
97,37,4,2,1,0,0,6,5,4,1
108,64,5,1,1,0,1,23,4,3,1
72,64,9,3,1,0,0,15,3,4,1
133,67,6,6,0,1,0,21,3,4,1
100,40,6,6,0,0,0,24,1,3,1
108,66,7,3,1,1,0,18,1,6,1
89,48,9,3,0,0,0,22,1,4,1
78,31,7,3,1,0,1,15,4,6,1
85,54,3,3,1,0,0,22,4,2,1
108,65,7,5,0,1,0,19,3,2,1
124,58,7,7,0,1,0,17,4,5,1
110,58,7,7,1,0,0,19,1,3,1
121,58,9,5,1,1,0,7,3,2,1
101,35,5,5,0,1,0,16,3,3,1
96,44,4,2,1,1,0,5,3,6,1
74,58,6,3,0,0,1,16,1,3,1
96,62,6,1,0,1,1,20,3,5,1
120,61,3,4,1,0,0,17,5,3,1
82,49,4,3,0,0,0,16,1,3,1
129,54,5,7,1,1,1,16,3,6,1
125,57,8,3,0,0,1,14,4,6,1
128,48,5,4,0,0,0,6,3,4,1
77,50,9,2,1,0,1,6,1,5,1
95,66,3,7,0,1,1,22,2,3,1
74,55,7,2,0,0,0,18,4,6,1
83,39,4,7,1,1,1,23,4,6,1
105,62,5,1,0,0,1,10,4,6,1
78,53,9,7,0,1,0,16,4,6,1
81,50,9,6,0,0,0,5,1,5,1
86,56,8,6,1,1,1,17,4,3,1
89,48,3,1,0,0,1,19,2,2,1
103,30,9,4,0,1,1,20,3,2,1
99,67,9,3,0,0,0,21,3,4,1
83,39,5,7,0,1,1,11,1,2,1
103,49,3,1,0,1,1,20,5,3,1
79,35,3,2,1,1,1,10,3,3,1
127,66,6,2,1,1,0,18,1,6,1
87,53,5,1,1,1,1,23,1,3,1
138,39,3,5,0,0,1,17,1,2,1
109,57,9,2,0,0,1,6,3,2,1
124,42,6,1,0,0,0,5,5,6,1
117,61,6,1,1,0,1,18,5,4,1
94,56,8,5,0,0,1,24,5,4,1
129,67,6,3,1,1,1,24,5,2,1
72,61,3,6,0,1,1,14,2,2,1
105,61,3,3,0,1,1,10,1,4,1
126,38,9,4,1,0,1,13,2,2,1
115,32,3,7,1,0,1,8,3,5,1
120,64,4,5,1,1,0,24,5,6,1
107,53,3,7,0,0,1,23,1,2,1
117,43,5,2,0,0,1,9,1,6,1
132,62,9,3,1,1,1,15,2,6,1
132,44,6,2,1,0,0,22,2,2,1
133,62,5,2,0,0,1,24,2,3,1
95,52,7,6,0,0,1,8,3,2,1
71,50,7,4,1,1,1,24,2,3,1
77,40,7,2,1,0,0,11,1,4,1
77,37,8,2,0,0,0,10,5,2,1
86,47,7,4,0,1,0,17,3,5,1
117,64,4,7,0,0,1,15,3,4,1
101,69,5,2,0,1,1,11,4,4,1
122,61,6,6,0,0,1,5,1,3,1
116,45,9,1,1,0,1,19,1,3,1
130,48,8,6,0,1,1,18,3,5,1
94,34,9,7,0,1,1,7,1,3,1
86,50,3,6,1,0,1,19,2,2,1
115,40,8,4,0,0,0,22,1,6,1
137,31,9,4,0,0,1,14,4,5,1
99,58,4,4,1,1,0,12,2,2,1
114,49,4,5,0,0,0,6,5,5,1
98,45,9,5,1,1,0,5,2,5,1
108,36,7,6,0,0,1,5,5,5,1
79,31,4,3,1,0,1,17,1,6,1
132,61,9,2,0,1,0,8,5,5,1
139,44,3,1,0,1,1,15,5,3,1
103,65,5,4,1,0,0,13,5,2,1
129,65,3,6,0,1,0,20,2,2,1
133,63,9,5,0,0,0,7,2,4,1
103,40,3,4,1,0,0,14,1,2,1
133,33,8,5,0,1,0,9,3,3,1
101,54,5,5,0,0,1,22,5,5,1
107,59,4,2,0,0,1,18,2,4,1
74,54,9,7,0,0,1,13,4,2,1
92,42,9,7,1,1,0,15,1,4,1
75,54,9,6,0,1,1,6,1,6,1
124,57,6,6,1,0,0,20,4,6,1
125,34,9,5,1,0,1,18,5,5,1
109,54,3,1,1,1,0,10,1,3,1
128,40,7,1,0,1,0,22,2,6,1
88,38,9,4,1,1,0,5,4,3,1
87,33,5,4,0,1,0,14,1,4,1
91,31,9,1,0,1,0,9,3,6,1
128,35,4,3,1,0,1,17,2,2,1
75,64,6,6,0,1,1,7,2,6,1
97,40,5,1,1,0,0,10,5,6,1
133,46,9,5,0,1,0,6,4,4,1
111,53,7,2,1,0,1,20,3,2,1
90,39,4,1,0,0,1,7,2,5,1
91,30,4,1,0,0,1,13,2,4,1
114,66,5,3,1,0,1,18,5,2,1
121,58,3,6,1,1,1,20,5,2,1
120,65,7,6,0,0,1,16,2,3,1
87,34,5,5,1,1,1,11,5,6,1
72,59,6,6,1,1,0,8,2,3,1
100,43,6,7,0,0,0,17,1,3,1
122,32,3,6,0,1,0,20,5,5,1
99,57,5,1,1,1,0,19,5,3,1
111,66,6,1,1,0,1,20,3,3,1
82,64,5,5,1,1,0,9,1,2,1
74,65,8,1,1,0,0,7,3,3,1
88,48,7,1,0,1,1,12,1,4,1
87,40,4,1,0,0,1,16,2,2,1
76,41,5,5,1,0,1,21,1,5,1
137,46,7,1,0,0,1,21,5,3,1
122,33,4,7,1,0,1,20,4,3,1
134,41,3,6,0,0,0,11,2,2,1
120,35,5,1,0,1,1,5,2,3,1
78,35,8,1,0,0,0,6,2,5,1
108,36,5,2,0,0,0,23,3,6,1
75,38,5,1,1,1,1,20,4,6,1
122,66,3,2,0,1,1,10,5,6,1
118,52,8,5,1,0,0,6,5,5,1
104,62,5,2,0,0,0,21,4,6,1
78,68,9,3,0,0,1,16,4,3,1
105,52,6,6,1,1,0,21,5,3,1
105,60,4,6,0,1,1,17,5,6,1
99,50,9,4,0,0,1,23,4,5,1
110,61,5,7,1,0,0,21,3,5,1
105,61,4,4,0,0,0,19,1,3,1
128,37,7,3,1,1,1,20,3,6,1
97,42,9,5,1,1,0,6,1,6,1
79,30,8,6,0,1,1,18,5,6,1
126,58,7,3,0,0,1,10,2,4,1
